age,job_role,department,experience_years,company_type,work_mode,weekly_work_hours,overtime_hours,task_load_score,meeting_hours_per_week,schedule_flexibility,dependents_count,care_responsibility_hours,commute_time_minutes,work_life_balance_score,manager_support_score,team_support_score,mental_health_resources,gender_inclusive_policies,promotion_fairness_score,sleep_hours,stress_level,physical_activity_days,mental_health_days_taken,job_satisfaction,career_growth_score,skill_gap_score,ai_tool_usage_frequency,ai_assistance_type,training_hours_last_6_months,burnout_risk
43,Designer,Finance,5,SME,Hybrid,38,7,6,16,10,3,32,60,3,4,4,0,0,2,8.8,5,0,9,4,3,4,6,Learning,79,0
32,HR,Operations,34,MNC,Remote,38,14,8,14,8,1,34,115,5,3,4,0,0,3,4.9,9,0,9,7,6,10,4,None,11,1
37,Designer,Finance,0,Startup,Onsite,37,18,8,4,4,3,1,46,7,3,8,0,0,8,6,4,0,10,8,4,1,1,Scheduling,62,1
54,Analyst,Finance,11,Startup,Onsite,32,10,3,17,2,0,34,116,9,1,5,0,0,4,8.8,9,3,2,4,8,4,1,Wellness,64,1
30,Designer,Tech,10,SME,Remote,42,19,5,3,3,2,31,88,5,10,6,1,1,6,7.8,5,5,3,10,7,4,5,None,59,0
27,Designer,Finance,11,MNC,Hybrid,48,3,10,1,3,0,35,19,8,6,10,1,1,2,4.4,9,4,12,6,5,8,4,Scheduling,19,1
37,Analyst,Tech,6,Startup,Onsite,63,17,4,18,4,1,22,69,2,9,2,0,0,1,6.1,2,6,14,1,3,4,3,Learning,65,0
50,Developer,Operations,10,Startup,Remote,61,13,1,4,2,2,4,99,6,5,9,0,0,6,8.9,8,3,9,2,5,5,4,None,94,1
24,HR,Finance,30,Startup,Hybrid,45,5,9,3,2,2,15,48,8,10,8,0,1,8,6.3,7,5,3,5,4,4,0,Wellness,17,1
41,Analyst,Finance,32,MNC,Onsite,47,15,5,4,3,1,39,14,9,2,8,0,0,5,7.1,7,1,2,4,8,5,6,None,41,1
57,Manager,HR,12,MNC,Remote,43,17,2,18,1,3,23,17,4,10,10,1,0,1,7.5,3,4,14,3,5,3,2,Learning,73,0
40,Developer,Operations,17,SME,Onsite,59,0,2,12,8,2,39,37,4,4,5,1,1,10,7.3,10,4,5,6,10,3,3,Learning,5,0
47,Manager,Operations,23,Startup,Onsite,31,7,7,15,6,3,27,119,7,6,5,1,0,2,6.6,2,5,5,10,10,8,1,Scheduling,65,0
24,Developer,HR,8,Startup,Remote,42,0,4,11,3,3,24,88,4,7,3,1,1,3,4.7,10,6,0,6,5,1,5,Wellness,79,1
40,HR,HR,30,SME,Onsite,56,0,1,8,1,3,6,83,5,7,2,0,0,2,7.5,1,4,12,10,2,3,4,None,68,0
41,HR,Tech,9,Startup,Remote,46,18,5,15,3,2,37,21,2,4,9,0,0,9,8.7,1,5,3,8,9,2,5,Learning,85,0
53,Designer,Tech,1,SME,Hybrid,60,9,2,13,1,0,6,114,2,10,6,0,1,10,8.7,7,7,0,2,6,10,7,Scheduling,21,0
28,Manager,Finance,14,SME,Remote,44,17,7,0,3,2,21,75,10,10,8,1,1,2,7,9,1,14,7,1,6,5,Wellness,21,1
54,Developer,Finance,2,Startup,Hybrid,49,11,9,19,4,0,21,104,5,5,4,0,1,3,6.5,1,4,6,7,3,8,2,Wellness,64,0
39,HR,Finance,30,MNC,Onsite,34,16,1,3,6,2,26,103,10,4,5,0,1,9,5.7,10,7,6,2,4,6,5,Scheduling,99,1
22,Analyst,Finance,5,MNC,Remote,36,0,2,8,7,0,32,59,10,10,10,0,1,3,4.5,4,6,5,6,10,4,4,Learning,48,0
32,HR,Tech,2,MNC,Remote,47,7,6,18,7,0,31,110,2,6,5,1,1,8,8.4,2,5,10,5,10,3,2,Wellness,76,0
49,Analyst,Operations,10,MNC,Remote,40,9,8,13,9,2,38,96,6,7,10,0,0,8,4.7,8,5,1,2,2,4,3,None,11,1
46,Developer,Finance,14,Startup,Remote,61,9,7,11,8,3,31,92,6,2,4,1,0,3,5.4,9,1,3,9,10,8,4,Learning,62,1
44,HR,Operations,27,SME,Hybrid,56,17,9,3,4,3,0,65,8,10,2,1,1,10,7.7,3,7,11,8,4,9,4,Learning,12,0
52,HR,Finance,9,SME,Hybrid,55,8,2,6,6,0,9,25,1,3,6,1,0,10,7.5,3,0,2,7,2,8,2,Scheduling,61,0
51,Developer,HR,6,Startup,Onsite,57,1,9,16,1,1,3,63,7,8,4,0,0,3,7.4,7,5,10,6,6,9,0,Wellness,58,1
56,HR,Finance,14,MNC,Onsite,31,2,4,0,8,1,28,95,7,7,4,0,1,8,7.7,9,7,7,5,10,8,5,Scheduling,10,0
28,Analyst,Finance,17,SME,Onsite,49,1,3,13,6,2,6,57,9,1,10,0,0,3,6.7,7,5,1,9,9,5,1,Wellness,81,0
37,HR,Finance,17,Startup,Onsite,33,5,7,14,2,2,37,2,4,4,3,1,1,4,4.8,7,4,9,5,1,5,2,Scheduling,85,1
47,Manager,Tech,23,Startup,Remote,42,11,5,11,8,2,5,29,7,5,8,1,1,5,9,2,3,1,6,5,1,5,Learning,0,0
23,Designer,HR,1,MNC,Hybrid,53,18,5,11,4,1,10,18,6,3,6,0,1,7,8.5,1,2,0,3,9,8,4,Scheduling,67,0
22,Analyst,Finance,19,Startup,Hybrid,58,14,2,5,9,3,8,9,4,4,9,1,1,1,6.2,2,1,8,9,7,2,2,Learning,8,0
33,Manager,Finance,33,SME,Hybrid,31,18,6,12,4,2,29,88,10,10,5,1,1,8,6.7,6,0,2,8,6,6,2,Learning,2,0
26,Developer,Operations,25,SME,Hybrid,47,11,6,15,1,2,21,45,8,10,6,0,1,3,6,10,6,14,9,7,6,7,Scheduling,71,1
58,Analyst,HR,6,Startup,Onsite,37,17,4,13,7,3,38,18,3,10,9,0,1,7,7.2,8,0,7,1,9,10,4,Wellness,8,0
53,Designer,Finance,29,SME,Remote,44,15,5,6,10,0,8,57,8,7,4,1,1,10,7.7,8,2,6,1,3,4,4,Learning,81,0
30,Designer,Operations,4,Startup,Hybrid,46,1,7,15,5,2,37,106,5,8,10,0,0,3,5.2,6,4,11,2,8,9,7,Scheduling,68,1
56,Developer,Operations,10,SME,Remote,52,10,8,8,10,1,32,84,4,9,7,0,1,9,6.2,2,6,0,4,1,3,7,Learning,21,0
40,Developer,Tech,0,MNC,Remote,31,11,6,13,5,1,25,5,3,2,10,1,0,10,7.2,9,3,10,10,10,8,0,Learning,68,1
37,Analyst,Operations,33,SME,Remote,35,4,5,6,4,2,15,50,10,4,10,1,1,5,8.9,10,2,5,5,6,2,7,Scheduling,22,0
24,HR,Finance,0,MNC,Remote,58,5,3,11,6,1,8,13,7,1,6,1,0,3,5.6,4,4,7,7,9,5,6,Learning,79,0
41,Developer,Tech,18,MNC,Hybrid,56,10,7,2,1,3,22,57,7,3,6,0,1,3,7.7,5,5,5,4,1,6,6,Learning,4,1
45,HR,Tech,1,Startup,Hybrid,63,9,8,13,3,0,14,7,6,8,6,0,1,4,5.7,1,6,8,1,5,2,0,Scheduling,38,1
54,Manager,Finance,20,MNC,Hybrid,47,3,3,18,7,0,18,1,3,7,4,1,0,5,4.5,9,4,9,8,8,7,6,None,2,0
45,Designer,HR,19,SME,Onsite,39,8,5,10,8,2,15,117,9,8,10,1,0,5,7.9,10,1,13,3,10,5,0,Scheduling,25,0
32,HR,Operations,22,SME,Hybrid,46,11,2,4,9,2,24,17,2,6,6,0,1,8,7.2,1,3,2,9,6,10,7,Wellness,7,0
29,Designer,Tech,20,MNC,Onsite,42,9,10,12,1,0,34,85,3,5,7,1,1,10,6.6,7,3,5,2,6,4,5,None,84,1
57,HR,HR,23,Startup,Onsite,56,13,10,9,4,0,12,56,1,10,2,0,0,6,7.4,9,1,9,1,3,4,6,Learning,51,1
59,Manager,Finance,3,MNC,Onsite,31,4,4,6,2,2,6,93,7,9,9,1,1,5,8.4,3,4,12,10,8,2,6,Wellness,81,0
41,Developer,Operations,11,SME,Hybrid,63,0,4,16,2,1,33,99,2,5,7,0,0,2,7.8,2,4,13,8,1,9,7,None,68,0
56,Manager,Operations,21,SME,Hybrid,60,4,8,15,1,2,13,91,10,9,3,0,1,5,8.3,10,6,3,3,4,1,6,Scheduling,5,1
46,Developer,Tech,19,MNC,Hybrid,52,15,3,7,5,3,22,34,8,4,10,0,1,7,5.5,8,3,9,1,8,1,4,Learning,26,1
56,Developer,Operations,17,MNC,Onsite,36,4,5,16,2,2,22,65,9,5,10,0,0,3,8,4,3,11,3,6,4,6,None,85,0
46,Designer,Operations,0,MNC,Onsite,62,4,5,12,4,2,16,55,2,1,7,1,1,7,5.8,1,3,2,8,9,3,3,Scheduling,21,0
50,Manager,Operations,29,SME,Remote,41,17,2,10,9,2,12,99,6,6,10,1,1,1,4.1,8,3,7,4,1,9,0,None,55,0
39,HR,Operations,32,SME,Onsite,41,5,9,19,3,2,26,81,1,3,10,0,1,6,4.2,6,4,6,10,2,7,6,Scheduling,42,1
39,Manager,Finance,23,SME,Onsite,48,17,4,17,8,2,1,42,8,10,5,0,0,1,7.7,6,3,6,7,1,2,6,Wellness,26,0
23,Designer,HR,13,Startup,Hybrid,38,9,9,4,10,2,36,72,5,2,9,0,1,7,5.4,4,5,4,8,4,4,6,Wellness,44,0
56,Developer,Finance,4,SME,Remote,39,14,9,5,6,1,29,91,9,6,6,1,0,6,5.5,6,4,11,7,9,5,6,Learning,45,1
37,Designer,Finance,10,SME,Remote,46,10,2,19,10,2,3,71,3,1,7,1,0,10,7.1,2,1,14,1,4,10,1,Scheduling,32,0
57,Analyst,Tech,23,Startup,Remote,39,18,9,13,5,0,29,116,2,9,4,1,0,1,7.7,6,5,13,4,9,4,5,None,94,0
54,Analyst,Operations,30,Startup,Hybrid,41,12,9,11,2,2,2,7,7,5,2,1,0,9,6.8,2,0,0,10,6,4,7,Learning,27,0
25,HR,Finance,12,Startup,Remote,44,19,2,3,3,1,13,4,7,7,4,0,1,5,7.5,6,1,5,9,5,4,5,Learning,93,0
54,Designer,Operations,15,Startup,Remote,60,2,6,6,8,3,10,12,10,10,9,1,0,7,8.7,9,1,5,7,10,8,3,Scheduling,97,0
35,HR,Finance,23,Startup,Hybrid,44,15,9,10,9,0,39,6,5,9,3,0,0,1,8.3,7,2,2,1,4,7,0,Wellness,80,0
42,HR,Finance,12,Startup,Remote,57,6,4,19,7,2,22,20,7,9,7,1,1,8,5.2,4,7,4,8,10,4,1,Learning,50,0
41,Analyst,Tech,23,MNC,Onsite,33,11,2,1,1,2,31,92,6,7,4,1,1,8,8.5,1,1,8,4,2,1,4,None,63,0
29,HR,HR,25,MNC,Onsite,30,14,7,3,6,0,2,36,9,4,3,1,0,9,5.5,9,6,6,7,8,6,1,Learning,34,1
28,Analyst,HR,1,MNC,Onsite,63,7,9,6,7,2,0,44,3,4,5,1,0,2,7.3,1,2,7,6,3,5,7,Scheduling,35,0
24,Developer,Finance,15,MNC,Onsite,46,16,6,0,6,1,8,51,4,7,2,1,1,6,8.4,5,7,8,7,1,5,0,Wellness,5,0
38,Designer,Tech,0,SME,Onsite,62,0,4,14,10,2,8,47,9,8,10,0,1,10,7.1,7,2,5,10,10,6,2,Scheduling,92,0
54,HR,Operations,10,Startup,Onsite,50,7,1,19,2,3,11,61,10,7,4,0,1,5,8,10,2,4,10,7,8,2,Learning,57,0
33,Analyst,Operations,34,SME,Onsite,55,13,4,7,9,1,0,77,8,10,7,0,0,6,8.6,10,5,9,1,8,6,1,None,22,0
43,Manager,Finance,28,Startup,Onsite,34,9,3,4,3,2,15,100,10,4,2,1,0,5,8.8,6,7,4,6,7,6,4,Learning,13,0
43,HR,HR,16,Startup,Onsite,62,18,7,13,6,3,29,118,6,4,10,1,0,1,6.1,3,7,4,3,4,7,3,Learning,72,1
51,Developer,Tech,27,SME,Hybrid,30,7,10,17,6,0,7,50,3,8,6,0,1,2,9,8,1,14,10,8,8,7,Wellness,55,0
59,Developer,HR,28,MNC,Hybrid,35,18,5,2,8,1,9,3,9,9,5,1,0,3,5.4,7,0,14,4,10,4,2,Scheduling,78,0
59,Manager,Operations,2,SME,Onsite,31,3,3,1,4,2,32,119,9,7,3,1,0,7,6.3,9,6,12,1,4,7,6,Wellness,24,1
29,Analyst,HR,9,SME,Hybrid,34,9,2,15,6,2,37,85,6,3,5,0,1,10,7.8,1,5,3,10,5,8,5,Learning,19,0
48,HR,Operations,13,Startup,Hybrid,55,2,2,13,1,0,21,55,2,10,10,1,0,9,8.9,8,2,1,8,8,6,3,None,85,0
48,Analyst,Tech,11,Startup,Onsite,42,3,5,15,9,0,15,74,7,1,7,1,1,2,4.3,4,7,6,2,2,9,4,None,70,0
55,Developer,Tech,29,Startup,Onsite,41,15,8,10,9,1,18,33,9,5,3,0,1,10,8.7,7,7,6,3,10,6,2,Wellness,17,0
42,Analyst,Finance,31,MNC,Hybrid,34,3,8,16,7,1,10,44,9,6,8,1,1,1,9,7,6,7,7,8,4,4,None,16,0
51,Developer,Finance,31,SME,Onsite,31,19,5,2,1,1,10,15,3,9,7,1,1,1,8.5,4,3,7,2,5,6,7,None,13,0
54,Analyst,HR,31,SME,Onsite,33,19,2,4,3,2,13,8,2,5,4,0,0,4,4.5,8,3,10,4,5,2,0,None,25,1
49,Manager,Tech,25,MNC,Onsite,56,12,4,2,5,2,38,79,5,1,5,0,0,9,8.2,1,4,7,7,7,8,7,Learning,31,0
54,Designer,Tech,0,SME,Onsite,39,16,7,14,4,1,25,102,10,4,10,1,1,4,7.2,5,3,8,3,4,6,3,None,92,1
26,Manager,Finance,1,SME,Hybrid,42,15,6,4,5,2,19,15,7,2,4,0,0,3,4,4,3,5,2,3,4,0,Wellness,58,1
40,Manager,Operations,16,Startup,Remote,31,16,10,2,7,0,19,94,3,4,2,1,0,10,8.9,4,2,3,8,6,7,4,None,70,0
25,Designer,HR,29,MNC,Hybrid,55,5,7,5,9,3,4,30,4,7,9,1,1,8,4.8,3,5,1,2,6,8,4,Learning,56,0
56,Designer,HR,6,Startup,Remote,44,2,5,13,1,2,0,12,10,9,1,1,0,9,6,1,7,4,10,10,3,7,Learning,72,0
38,HR,Finance,26,MNC,Remote,39,19,2,1,5,1,10,4,2,3,8,1,1,5,4.2,5,7,5,7,6,10,1,None,11,0
49,HR,Tech,8,Startup,Remote,51,3,8,17,3,2,9,46,10,3,4,0,0,2,5.5,8,1,6,3,7,3,7,Wellness,2,1
51,Manager,Finance,21,SME,Hybrid,54,7,2,5,3,0,27,38,2,4,9,0,0,4,6.8,10,5,5,4,4,10,7,None,31,1
50,Manager,Finance,33,MNC,Hybrid,44,19,8,4,2,1,33,17,7,7,3,0,1,10,8.7,6,5,3,6,3,3,1,Scheduling,96,1
27,Developer,Finance,0,MNC,Hybrid,42,8,7,13,6,3,12,19,2,6,7,0,1,8,9,1,6,3,3,3,3,2,Wellness,14,0
56,Developer,Finance,8,Startup,Hybrid,37,0,3,16,6,1,24,118,1,5,3,1,1,2,6.1,5,3,14,1,3,2,0,Wellness,8,0
58,HR,Operations,19,MNC,Hybrid,50,12,4,10,3,1,22,1,4,4,10,0,0,9,6.1,6,7,6,8,2,5,0,Wellness,48,0
45,HR,Operations,18,SME,Remote,50,1,7,0,1,1,35,39,6,8,7,1,0,5,4.8,9,1,0,4,6,6,6,Wellness,43,1
50,Developer,Tech,3,SME,Hybrid,51,9,4,9,7,2,11,29,10,4,2,1,0,7,6.5,9,0,2,1,1,1,4,Wellness,80,1
52,Developer,Finance,8,SME,Remote,62,18,9,8,2,3,1,9,10,3,3,1,1,5,8.7,5,6,9,2,6,6,7,None,27,1
56,Analyst,Operations,21,Startup,Hybrid,56,16,7,19,8,0,19,63,4,7,8,1,0,3,4.8,3,5,13,6,8,7,6,None,44,0
54,Analyst,Tech,17,MNC,Hybrid,51,12,1,11,3,2,15,41,1,2,7,1,1,2,5.3,6,5,13,1,6,2,1,Wellness,12,1
42,Developer,Finance,11,Startup,Onsite,59,13,1,0,1,3,13,74,1,4,3,0,1,3,8.5,8,3,1,9,2,1,7,Wellness,46,0
53,Analyst,HR,8,SME,Remote,38,10,4,17,10,3,1,52,9,8,8,1,1,2,7.1,5,0,1,7,7,7,7,Scheduling,20,0
44,Designer,Operations,5,MNC,Hybrid,64,9,9,11,9,2,15,92,1,4,9,0,0,2,5.7,8,6,6,8,3,6,3,Learning,49,1
54,HR,Tech,18,SME,Hybrid,47,6,4,1,5,1,3,52,7,10,2,1,1,2,8.1,1,0,4,8,9,3,7,Learning,46,0
24,HR,HR,6,MNC,Hybrid,34,9,5,0,1,3,12,39,7,7,2,1,0,2,4.5,8,4,12,6,8,2,4,Wellness,4,1
39,Developer,Finance,15,MNC,Onsite,56,0,1,0,10,0,37,15,1,2,7,1,1,8,8.3,2,7,11,8,6,2,7,Wellness,6,0
46,Manager,Finance,4,Startup,Remote,35,13,2,0,6,2,0,47,1,5,8,1,1,5,6.6,7,1,13,7,1,2,0,Learning,37,0
52,Developer,Finance,15,MNC,Hybrid,61,2,4,11,10,3,8,60,6,4,5,1,0,9,7.8,2,1,2,1,2,8,0,None,36,0
24,Analyst,Operations,0,SME,Hybrid,37,12,4,6,3,0,20,91,8,9,2,0,1,5,6.6,3,4,8,3,8,1,4,Scheduling,82,0
45,Manager,Tech,18,MNC,Hybrid,50,1,10,3,4,0,17,80,7,7,10,1,0,1,5.2,5,6,13,9,6,3,4,Scheduling,31,1
53,Analyst,HR,16,SME,Onsite,47,16,6,19,8,0,31,37,6,9,5,0,1,8,7.2,10,2,14,8,1,8,5,Wellness,55,0
43,Designer,Tech,25,Startup,Hybrid,43,2,6,3,5,0,33,113,10,10,3,0,0,3,4.8,7,7,8,5,9,6,4,None,42,0
44,Analyst,Operations,21,SME,Remote,44,14,8,14,6,2,19,112,3,7,9,0,1,10,5.1,9,6,2,1,8,7,0,None,66,1
23,Designer,Tech,7,MNC,Remote,55,7,9,0,10,0,1,43,7,2,2,0,1,10,6.7,5,7,1,2,2,2,6,None,98,1
48,Designer,Operations,32,SME,Remote,61,5,1,5,4,2,3,14,6,2,9,0,1,2,5.9,1,4,2,10,10,9,5,None,26,0
23,Analyst,Finance,1,SME,Remote,57,8,1,13,6,0,37,94,8,2,2,1,0,6,7.7,3,6,8,10,5,7,3,Wellness,50,0
47,Analyst,HR,29,MNC,Hybrid,61,10,6,13,3,0,6,60,4,5,1,1,1,4,6.9,5,5,12,9,3,3,0,Learning,47,0
38,Designer,Finance,19,SME,Onsite,42,1,4,9,10,2,21,6,9,1,10,1,1,4,5.9,3,4,7,10,1,9,4,Wellness,71,0
54,Manager,Tech,17,MNC,Onsite,44,8,4,6,1,1,19,109,1,7,6,1,0,9,5.6,8,7,2,8,7,3,1,Scheduling,52,1
30,Designer,Finance,9,Startup,Onsite,47,17,1,11,6,3,34,29,7,2,6,0,0,10,8.6,8,4,3,9,9,10,6,Scheduling,82,0
50,HR,HR,23,SME,Hybrid,35,18,9,18,1,3,3,35,9,4,4,1,0,8,4.2,1,0,4,2,7,8,3,Wellness,93,1
47,Designer,Finance,3,Startup,Onsite,40,17,3,8,10,2,19,112,10,9,2,1,0,3,7.5,8,7,3,3,3,7,7,Scheduling,47,0
56,Manager,HR,3,SME,Remote,61,4,5,2,3,0,34,89,1,8,10,1,1,9,6,4,6,11,3,6,3,5,Learning,9,0
46,HR,HR,12,SME,Hybrid,49,17,10,3,8,2,32,10,10,10,3,0,1,1,5.9,6,6,14,1,3,5,5,Learning,93,1
45,Developer,Finance,24,Startup,Onsite,62,11,1,12,7,0,20,69,3,2,6,0,1,7,7.3,10,1,10,2,4,7,2,Wellness,8,1
34,Developer,Operations,12,SME,Remote,37,3,8,9,8,2,13,105,7,4,4,0,1,7,8.3,8,2,11,10,1,3,5,Scheduling,85,0
28,Manager,Tech,17,SME,Remote,64,14,3,13,10,3,30,28,9,4,5,0,1,2,7.6,2,3,13,5,2,2,6,Learning,94,0
57,Designer,Operations,23,Startup,Hybrid,34,10,1,5,10,2,21,91,1,2,9,0,0,7,7.4,8,3,1,7,1,9,6,Learning,45,0
41,Analyst,Operations,1,SME,Hybrid,64,18,10,7,2,3,29,78,6,2,5,1,1,7,6.5,7,3,10,6,10,2,0,Scheduling,9,1
22,Manager,Finance,32,MNC,Onsite,43,4,6,18,10,3,28,92,2,5,10,0,0,9,6.3,4,2,8,2,2,3,3,None,35,0
29,HR,Tech,18,SME,Onsite,50,5,1,9,7,3,35,5,5,4,8,1,1,6,6.3,5,3,1,8,4,1,3,Scheduling,9,0
37,HR,Tech,8,SME,Onsite,53,12,3,4,4,2,28,111,7,8,2,1,1,10,4.7,6,2,4,4,6,1,4,Wellness,26,1
35,Developer,Operations,27,SME,Hybrid,46,9,5,4,1,1,6,75,7,4,6,1,0,10,6.8,3,3,10,2,8,1,3,None,78,1
33,HR,Finance,34,Startup,Onsite,47,13,4,4,3,2,31,50,10,8,6,0,0,9,5.6,2,3,8,4,10,10,5,Wellness,18,0
44,Manager,Tech,9,MNC,Onsite,63,3,7,8,5,2,12,79,7,5,5,1,1,3,7.1,2,2,7,8,9,3,0,Learning,10,0
36,HR,Operations,0,MNC,Remote,41,19,6,8,10,1,12,109,4,1,6,1,1,8,6.7,4,1,0,1,10,6,6,None,31,0
49,Manager,Tech,20,SME,Remote,45,11,3,14,8,1,13,37,6,9,5,0,1,4,8.7,7,5,2,9,7,10,6,Wellness,19,0
55,Analyst,Finance,8,Startup,Remote,33,14,8,8,2,3,5,72,10,8,2,1,0,1,6.2,1,5,9,8,4,3,1,Wellness,45,0
23,Developer,Finance,14,Startup,Onsite,54,9,8,13,2,0,15,21,6,1,5,0,1,7,7.3,1,2,13,8,7,4,3,Wellness,59,0
53,HR,Finance,34,MNC,Hybrid,63,10,2,5,8,0,20,96,7,3,1,0,0,3,7,4,7,8,10,1,2,5,None,78,0
44,Manager,Tech,4,Startup,Remote,57,8,7,19,9,3,15,89,9,3,3,0,0,4,7.4,9,2,2,9,10,7,0,Wellness,67,0
43,Designer,HR,21,SME,Hybrid,40,10,1,7,10,2,4,53,6,5,7,1,0,3,5.3,5,4,10,7,6,4,5,None,16,0
46,Developer,Tech,22,SME,Onsite,42,1,2,1,1,0,23,39,10,7,4,1,0,6,5.3,1,0,13,9,1,1,5,None,64,0
43,Analyst,HR,6,Startup,Onsite,60,12,8,4,2,2,0,6,1,1,8,1,0,10,6.8,3,6,3,1,8,4,5,Wellness,56,1
43,Manager,Finance,22,SME,Remote,54,7,1,16,4,1,9,109,8,1,3,0,0,1,8.2,6,0,2,1,4,4,6,Learning,18,0
27,Analyst,Operations,24,MNC,Hybrid,39,7,2,9,3,1,34,95,2,10,7,1,0,10,7.6,3,1,6,4,8,3,4,Scheduling,4,0
36,Analyst,HR,26,SME,Remote,53,0,1,13,1,3,30,39,3,6,2,1,1,7,6.4,6,1,8,2,8,8,3,Scheduling,81,0
58,HR,Finance,5,Startup,Onsite,30,5,5,17,4,2,14,106,5,5,8,0,0,10,5.3,6,1,3,8,2,7,2,None,80,0
54,HR,Finance,33,MNC,Hybrid,54,12,7,0,2,3,10,23,6,3,3,1,0,8,7.8,5,0,8,1,6,10,2,Wellness,54,1
29,Manager,HR,8,SME,Remote,57,8,6,1,10,0,8,40,7,3,6,1,1,3,8.6,10,1,1,4,10,10,1,Scheduling,3,0
26,Designer,Operations,32,MNC,Onsite,47,5,6,3,5,0,1,50,4,4,2,0,1,9,5.1,5,5,1,9,4,3,6,Scheduling,51,0
25,Manager,Finance,5,Startup,Remote,35,14,6,12,1,0,29,38,3,10,7,0,0,2,8,9,1,8,2,3,4,4,Wellness,18,1
27,Designer,HR,30,SME,Hybrid,31,15,8,15,8,2,15,101,9,2,4,1,1,10,4.9,3,6,14,6,9,8,0,Scheduling,30,0
53,Analyst,Operations,33,SME,Hybrid,32,3,5,4,10,3,0,113,4,9,6,1,1,10,8.5,10,7,6,4,10,10,3,Wellness,2,0
51,Developer,Operations,28,MNC,Hybrid,37,16,10,9,2,3,5,100,9,4,2,0,0,9,7.2,7,7,4,4,9,3,0,Scheduling,66,1
56,Manager,Finance,13,SME,Hybrid,60,8,7,16,3,0,10,82,9,10,3,0,1,5,4.9,4,2,4,6,2,5,6,Learning,28,0
37,Manager,Tech,14,SME,Hybrid,48,11,3,10,3,3,32,42,3,3,3,0,0,6,4.2,2,5,12,10,5,5,7,Wellness,52,0
34,Designer,Tech,7,SME,Remote,35,18,9,4,4,1,16,68,3,10,4,1,1,2,7.5,10,5,8,4,10,5,2,Scheduling,7,1
51,Analyst,Finance,25,SME,Remote,43,19,10,14,7,1,33,93,8,7,1,0,0,5,7,3,2,10,9,10,5,6,None,4,0
40,Analyst,Operations,20,Startup,Remote,32,11,3,3,9,1,39,58,1,9,6,1,1,6,7.1,3,6,3,8,7,9,4,Wellness,63,0
38,Designer,Finance,27,SME,Remote,30,5,6,6,3,1,24,24,6,2,6,0,0,5,6.4,3,0,10,8,9,10,0,Scheduling,94,0
40,Analyst,HR,3,MNC,Onsite,59,11,3,9,1,3,21,93,6,6,4,1,0,4,7.1,3,2,13,5,8,5,3,Learning,26,0
49,HR,Tech,15,Startup,Onsite,48,8,1,3,10,1,25,119,9,5,8,0,0,8,8.4,10,1,0,6,10,9,4,Scheduling,32,0
47,Developer,HR,21,MNC,Remote,48,19,1,19,1,1,26,24,2,1,5,0,0,2,8.8,6,2,5,1,4,9,6,None,57,1
58,Manager,Finance,11,MNC,Onsite,38,4,3,4,6,1,37,72,8,7,10,1,1,1,5.7,6,5,14,1,3,10,7,Wellness,61,0
47,Developer,Finance,15,MNC,Onsite,36,2,4,4,5,1,8,90,7,1,4,0,0,2,6.4,9,4,13,9,1,4,3,Learning,81,0
44,Manager,Operations,28,Startup,Hybrid,36,1,2,10,10,1,36,23,2,10,7,0,1,4,5.4,8,2,2,4,1,9,3,Scheduling,87,0
30,HR,Operations,17,Startup,Remote,38,7,9,18,7,2,4,61,1,9,10,1,1,1,6.1,10,0,14,3,9,2,4,None,25,1
33,Analyst,Operations,9,Startup,Onsite,33,9,8,4,7,2,17,103,4,4,10,1,0,9,8,7,1,13,5,4,3,7,None,94,0
22,Designer,HR,17,SME,Onsite,54,14,3,7,3,1,21,42,2,8,8,0,0,1,6.1,2,5,1,9,8,1,4,None,13,0
22,HR,Operations,0,MNC,Remote,41,8,7,6,7,1,11,58,3,1,2,0,1,5,6,10,5,3,9,4,7,5,Scheduling,88,1
55,Developer,Finance,20,Startup,Hybrid,35,9,4,7,9,3,21,53,2,5,1,1,1,8,8.3,2,1,8,3,6,10,3,Learning,31,0
53,Designer,Operations,0,MNC,Remote,47,10,5,12,8,1,5,101,9,3,6,1,0,9,4,1,0,7,7,4,9,2,Scheduling,40,0
46,Analyst,Tech,14,Startup,Hybrid,50,8,4,4,3,0,35,78,4,4,2,1,0,9,8.3,7,2,11,3,2,3,6,Learning,13,1
22,HR,Operations,3,Startup,Onsite,44,13,9,17,10,2,26,101,1,4,8,1,0,8,4.9,7,6,14,3,1,8,3,Wellness,47,1
37,Designer,HR,19,Startup,Hybrid,32,4,7,8,5,1,14,25,8,8,5,0,0,6,5.4,1,1,12,4,8,1,4,Learning,47,0
26,HR,Tech,9,MNC,Hybrid,31,8,4,1,8,2,16,53,4,10,2,0,1,6,5.8,6,1,12,2,6,6,5,None,90,0
43,HR,Tech,22,SME,Remote,33,3,8,15,2,1,2,60,10,10,5,0,0,9,8.4,7,4,6,6,1,6,1,None,85,0
50,Analyst,Tech,33,Startup,Onsite,61,1,2,13,7,0,9,93,8,3,2,1,0,2,8.5,1,0,1,5,5,5,0,None,37,0
24,Manager,HR,32,Startup,Remote,31,18,7,16,10,1,24,74,8,1,6,1,1,3,7.3,6,5,0,10,3,4,3,Scheduling,6,0
